steam_ID_1156;vgsales_ID_132;TRUE
steam_ID_8406;vgsales_ID_195;TRUE
steam_ID_1075;vgsales_ID_235;TRUE
steam_ID_1197;vgsales_ID_244;TRUE
steam_ID_1136;vgsales_ID_262;TRUE
steam_ID_1409;vgsales_ID_278;TRUE
steam_ID_8071;vgsales_ID_540;TRUE
steam_ID_6524;vgsales_ID_767;TRUE
steam_ID_175;vgsales_ID_785;TRUE
steam_ID_101;vgsales_ID_820;TRUE
steam_ID_1225;vgsales_ID_878;TRUE
steam_ID_220;vgsales_ID_884;TRUE
steam_ID_464;vgsales_ID_887;TRUE
steam_ID_1327;vgsales_ID_918;TRUE
steam_ID_904;vgsales_ID_1065;TRUE
steam_ID_2200;vgsales_ID_1069;TRUE
steam_ID_1308;vgsales_ID_1070;TRUE
steam_ID_1836;vgsales_ID_1076;TRUE
steam_ID_540;vgsales_ID_1082;TRUE
steam_ID_297;vgsales_ID_1188;TRUE
steam_ID_514;vgsales_ID_1205;TRUE
steam_ID_3925;vgsales_ID_1209;TRUE
steam_ID_252;vgsales_ID_1331;TRUE
steam_ID_10152;vgsales_ID_1375;TRUE
steam_ID_1781;vgsales_ID_1430;TRUE
steam_ID_496;vgsales_ID_1455;TRUE
steam_ID_2096;vgsales_ID_1519;TRUE
steam_ID_1028;vgsales_ID_1569;TRUE
steam_ID_2088;vgsales_ID_1571;TRUE
steam_ID_882;vgsales_ID_1683;TRUE
steam_ID_901;vgsales_ID_1694;TRUE
steam_ID_1609;vgsales_ID_1701;TRUE
steam_ID_1649;vgsales_ID_1702;TRUE
steam_ID_235;vgsales_ID_1704;TRUE
steam_ID_445;vgsales_ID_1705;TRUE
steam_ID_207;vgsales_ID_1713;TRUE
steam_ID_1550;vgsales_ID_1734;TRUE
steam_ID_11;vgsales_ID_1770;TRUE
steam_ID_424;vgsales_ID_1816;TRUE
steam_ID_325;vgsales_ID_1962;TRUE
steam_ID_839;vgsales_ID_2083;TRUE
steam_ID_1406;vgsales_ID_2192;TRUE
steam_ID_4333;vgsales_ID_2245;TRUE
steam_ID_1255;vgsales_ID_2354;TRUE
steam_ID_1496;vgsales_ID_2452;TRUE
steam_ID_1446;vgsales_ID_2484;TRUE
steam_ID_408;vgsales_ID_2587;TRUE
steam_ID_887;vgsales_ID_2588;TRUE
steam_ID_1746;vgsales_ID_2783;TRUE
steam_ID_944;vgsales_ID_2790;TRUE
steam_ID_998;vgsales_ID_2798;TRUE
steam_ID_744;vgsales_ID_2805;TRUE
steam_ID_938;vgsales_ID_2810;TRUE
steam_ID_1182;vgsales_ID_2816;TRUE
steam_ID_1778;vgsales_ID_2820;TRUE
steam_ID_499;vgsales_ID_2921;TRUE
steam_ID_535;vgsales_ID_2927;TRUE
steam_ID_531;vgsales_ID_2968;TRUE
steam_ID_2095;vgsales_ID_2995;TRUE
steam_ID_2095;vgsales_ID_2996;TRUE
steam_ID_1580;vgsales_ID_3016;TRUE
steam_ID_1597;vgsales_ID_3042;TRUE
steam_ID_388;vgsales_ID_3110;TRUE
steam_ID_457;vgsales_ID_3111;TRUE
steam_ID_821;vgsales_ID_3121;TRUE
steam_ID_1581;vgsales_ID_3124;TRUE
steam_ID_2815;vgsales_ID_3125;TRUE
steam_ID_477;vgsales_ID_3197;TRUE
steam_ID_5917;vgsales_ID_3200;TRUE
steam_ID_483;vgsales_ID_3204;TRUE
steam_ID_1493;vgsales_ID_3260;TRUE
steam_ID_304;vgsales_ID_3470;TRUE
